"AMTRAK","IYR","IMO","RAILROAD","INCDTNO","IYR2","IMO2","RR2","INCDTNO2","IYR3","IMO3","RR3","INCDTNO3","DUMMY1","GXID","YEAR","MONTH","DAY","TIMEHR","TIMEMIN","AMPM","TYPE","CARS","CARSDMG","CARSHZD","EVACUATE","DIVISION","STATION","MILEPOST","STATE","TEMP","VISIBLTY","WEATHER","TRNSPD","TYPSPD","TRNNBR","TRNDIR","TONS","TYPEQ","EQATT","TRKNAME","TRKCLAS","TRKDNSTY","TYPTRK","RRCAR1","CARNBR1","POSITON1","LOADED1","RRCAR2","CARNBR2","POSITON2","LOADED2","HEADEND1","MIDMAN1","MIDREM1","RMAN1","RREM1","HEADEND2","MIDMAN2","MIDREM2","RMAN2","RREM2","LOADF1","LOADP1","EMPTYF1","EMPTYP1","CABOOSE1","LOADF2","LOADP2","EMPTYF2","EMPTYP2","CABOOSE2","EQPDMG","TRKDMG","CAUSE","CAUSE2","CASKLDRR","CASINJRR","CASKLD","CASINJ","ACCAUSE","ACCTRK","ACCTRKCL","HIGHSPD","ACCDMG","DUMMY2","STCNTY","TOTINJ","DUMMY3","TOTKLD","ENGRS","FIREMEN","CONDUCTR","BRAKEMEN","ENGHR","ENGMIN","CDTRHR","CDTRMIN","JOINTCD","REGION","DUMMY4","TYPRR","DUMMY5","RRDIV","METHOD","NARRLEN","DUMMY6","YEAR4","RREMPKLD","RREMPINJ","PASSKLD","PASSINJ","OTHERKLD","OTHERINJ","COUNTY","CNTYCD","ALCOHOL","DRUG","DUMMY7","PASSTRN","SSB1","SSB2","NARR1","NARR2","NARR3","NARR4","NARR5","NARR6","NARR7","NARR8","NARR9","NARR10","NARR11","NARR12","NARR13","NARR14","NARR15","RCL","Latitude","Longitud","SIGNAL","MOPERA","ADJUNCT1","ADJUNCT2","ADJUNCT3","SUBDIV"
,"15","05","BNSF","GC0515120",,,"","","15","05","BNSF","GC0515120",,"","15","05","31",4.00,0.00,"PM","04",0.00,0.00,0.00,0.00,"","BEAUMONT","","48",85.00,"2","1","003","E","YBNT","3",0.00,"7","Y","2107","X","","2","GACX","201143","003","Y","NAHX","620336","002","Y",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6000.00,0.00,"E35C","",0.00,0.00,0.00,0.00,"E35C","2","X","003",21400.00,,"48C245",0.00,"000000",0.00,"1","0","1","1","09","01","09","01","1","5",,"1L",,"","",204.00,,"2015",0.00,0.00,0.00,0.00,0.00,0.00,"JEFFERSON","245","","","","N","OTH",,"Y-BNT1011-31 HAD RAILCARS ROLL OUT OF YARD TRACK 2107 AND IMPACT RAILCARS ON THE M-LALTEA1-31 RESULT","ING IN DAMAGE TO 4 RAILCARS. CAUSE WAS CAR COUPLER CARRIER BROKEN. NO HAZARDOUS MATERIALS WERE RELEA","SED.","","","","","","","","","","","","","0",30.09,-94.11,"2","5","L","","","SILSBEE"
"K","15","01","GRS","01192015M1","15","01","ATK","135994","15","01","GRS","01192015M1",,"","15","01","19",4.00,15.00,"PM","09",0.00,0.00,0.00,0.00,"","HATFIELD","23.8","25",30.00,"4","1","000","","","1",0.00,"",,"CRML","4","0.52","1","","","000","","","","000","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"M507","",0.00,0.00,0.00,0.00,"M404","1","4","079",16017.00,,"25C015",0.00,"000000",0.00,,,,,"","","","","2","1",,"3L",,"","",105.00,,"2015",0.00,0.00,0.00,0.00,0.00,0.00,"HAMPSHIRE","015","","","","","CWR",,"AMTRAK REPORTS M404, PAR REPORTS M507 INVESTIGATION COULD NOT DETERMINE ANY OBJECT WAS FOULING THE T","RACK.","","","","","","","","","","","","","","",42.41,-72.62,"1","1","Q","","","WESTERN"
,"15","04","NS","115342",,,"","","15","04","CRSH","115355",,"","15","04","20",8.00,20.00,"AM","05",0.00,0.00,0.00,0.00,"","NEWARK","LE007.","34",51.00,"2","3","005","E","294H","4",740.00,"1","Y","GARDEN YARD TRACK 3","1","0000","2","TTGX","973823","011","Y","","","000","",7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,11000.00,0.00,"H302","",0.00,0.00,0.00,0.00,"H302","2","1","005",13000.00,,"34C013",0.00,"000000",0.00,"1","0","1","0","08","15","08","15","2","1",,"1L",,"","",187.00,,"2015",0.00,0.00,0.00,0.00,0.00,0.00,"ESSEX","013","","","","N","CWR",,"NS TRAIN 294H418 SHOVING WEST WITH 7 UNITS AND 5 LOADS INTO TRACK #4 IN CONRAIL OAK ISLAND YARD STRU","CK EQUIPMENT LEFT IN THE FOUL OF ADJACENT TRACK RESULTING IN DERAILMENT OF TTGX 973823.","","","","","","","","","","","","","","0",40.71,-74.14,"2","5","K","","","NORTH JESERY"
,"15","03","UP","0315HU002",,,"","","15","03","UP","0315HU002",,"","15","03","03",10.00,5.00,"AM","05",0.00,0.00,0.00,0.00,"","HOUSTON","8.5","48",70.00,"2","2","000","R","GMTX","1",0.00,"8","N","HOUSE TRACK 5","X","","2","GMTX","002337","001","","","","000","",1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5000.00,0.00,"E99L","",0.00,7.00,0.00,7.00,"E99L","2","X","013",76366.00,,"48C201",0.00,"000000",0.00,"0","0","0","0","","","","","1","5",,"1L",,"","",689.00,,"2015",0.00,0.00,0.00,0.00,0.00,0.00,"HARRIS","201","00","01","","N","OTH",,"AN UNATTENDED SET OF POWER (TOTAL OF 7 UNITS) LOCATED IN SETTEGAST OUTBOUND TRACK ON SOUTH 5 BEGAN M","OVING NORTHWARD TOWARDS PIT 5.  THE POWER BREACHED THE PIT SOUTHEND DERAIL AND STRUCK 4 ADDITIONAL U","NITS LOCATED ON THE PIT.  THE SET OF POWER CONTINUED TO SHOVE NORTH ANOTHER 280 FEET, RUNNING THROUG","H THE NORTHEND DERAIL, AND STRUCK AN ADDITIONAL SINGLE LOCOMOTIVE DERAILING 4 UNITS ON THE NORTH END","OF PIT BEFORE COMING TO A STOP.  SEVEN SHOP EMPLOYEES REPORTED INJURY AS A RESULT.  DERAILMENT.  1","DRUG POSITIVE - NOT DETERMINED TO BE A CAUSAL FACTOR.  LOCOMOTIVE WAS MOVING FASTER THAN FRA TRACK C","LASS ALLOWS AT TIME OF THE INCIDENT.  FRA TRACK CLASS AND SPEED WAS VERIFIED BY RAILROAD.","","","","","","","","","0",29.82,-95.29,"2","5","Z","","","HOUSTON EAST BELT SU"
,"15","03","CSX","000143139",,,"","","15","03","CSX","000143139",,"","15","03","10",12.00,10.00,"AM","12",0.00,0.00,0.00,0.00,"","SELKIRK","0015.0","36",28.00,"4","1","000","E","","3",0.00,"5","N","50 SWITCH","1","0000.0","2","NATX","037804","001","N","","","000","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16900.00,0.00,"H019","H995",0.00,0.00,0.00,0.00,"H019","2","1","002",16900.00,,"36C001",0.00,"000000",0.00,"0","0","0","0","","","","","3","1",,"1L",,"","",146.00,,"2015",0.00,0.00,0.00,0.00,0.00,0.00,"ALBANY","001","","","","N","OTH",,"Y39009 WAS HUMPING TRACK 305. THE NATX 37804 HUMPED AND STALLED JUST PAST THE 50 SWITCH AND CPAA 211","027 WAS BEHIND IT AND CORNERED THE NATX 37804.","","","","","","","","","","","","","","0",42.56,-73.85,"2","5","K","L","Z","SELKIRK"
"K","15","04","CSX","000147995","15","04","ATK","137191","15","04","CSX","000147995",,"","15","04","25",10.00,40.00,"PM","09",0.00,0.00,0.00,0.00,"","SAVANNAH","0505.2","13",65.00,"4","1","000","","","1",0.00,"",,"SINGLE MAIN","4","0015.6","1","","","000","","","","000","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"M404","",0.00,0.00,0.00,0.00,"M404","1","4","044",18708.00,,"13C051",0.00,"000000",0.00,"0","0","0","0","","","","","2","3",,"1L",,"","",93.00,,"2015",0.00,0.00,0.00,0.00,0.00,0.00,"CHATHAM","051","","","","N","CWR",,"AMTRAK TRAIN STRUCK A TREE LAYING ACROSS THE TRACKS. AMTRAK EQUIPMENT DAMAGES ARE $18,708.00.","","","","","","","","","","","","","","","",32.01,-81.19,"1","1","","","","SAVANNAH"
,"15","04","NOPB","D20150427E","15","04","UP","0415LV027","15","04","NOPB","D20150427E",,"","15","04","27",10.00,55.00,"AM","01",0.00,0.00,0.00,0.00,"","JEFFERSON","4.4","22",75.00,"2","3","000","","","3",0.00,"",,"HPL BRIDGE EAST MAIN","1","","1","","","000","","","","000","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60000.00,"M105","",0.00,0.00,0.00,0.00,"M105","1","1","004",340850.00,,"22C051",0.00,"000000",0.00,,,,,"","","","","1","5",,"3S",,"","",436.00,,"2015",0.00,0.00,0.00,0.00,0.00,0.00,"JEFFERSON","051","","","","","CWR",,"AT 11:00 NOPB MAIN OFFICE RECEIVED REPORTS OF RAILCARS DERAILING ON THE BRIDGE.  BRIDGE SUPERVISOR,","DEAN GIROIR AND ASSISTANT TROY BANKS WENT UP ON THE BRIDGE TO INVESTIGATE.  

WHEN THEY ARRIVED AT","THE MP J 4.4, THEY FOUND THE 61ST CAR DTTX 59085 TO HAVE ITS TRAILING WHEELS DERAILED TOWARDS THE E","DGE OF THE BRIDGE. EIGHT WHEEL SETS WERE FOUND ON TOP OF THE BRIDGE.  FIVE RAIL CARS WERE FOUND ON T","HE GROUND WITH 10 LOADED CONTAINERS.","","","","","","","","","","","",29.95,-90.18,"1","1","D","","","SYSTEM"
,"15","04","UP","0415FW015",,,"","","15","04","UP","0415FW015",,"","15","04","15",4.00,15.00,"PM","01",0.00,0.00,0.00,0.00,"","ARLINGTON","229.0","48",84.00,"2","1","007","R","LBH0","4",1594.00,"1","Y","EAST LEAD","1","","2","TTGX","981196","010","Y","TTGX","981196","010","Y",3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,18.00,0.00,0.00,3.00,0.00,1.00,0.00,0.00,2010.00,12170.00,"E41C","",0.00,0.00,0.00,0.00,"E41C","2","1","007",14180.00,,"48C439",0.00,"000000",0.00,"1","0","1","0","09","15","09","15","1","5",,"1L",,"","",399.00,,"2015",0.00,0.00,0.00,0.00,0.00,0.00,"TARRANT","439","","","","N","OTH",,"LBH04-15 WAS SHOVING BACK INTO THE AUTO RAMP WITH 30 CARS. THEY SHOVED 2500 FEET, LET THE CONDUCTOR","OFF AND SHOVED ANOTHER 23 FEET. THE CONDUCTOR ASKED FOR ""PIN"" BUT THE ENGINEER COULD NOT GET THE CAR","S TO MOVE. THE CONDUCTOR WALKED UP TOWARD THE HEAD END AND FOUND 4 CARS DERAILED IN THE MIDDLE OF TH","E TRAIN. THE CAUSE OF DERAILMENT WAS DETERMINED TO BE EXCESSIVE SIDE BEARING CLEARANCE. DERAILMENT.","","","","","","","","","","","","0",32.73,-97.04,"2","5","K","","","DALLAS SUB"
,"15","04","UP","0415FW018",,,"","","15","04","UP","0415FW018",,"","15","04","20",2.00,15.00,"PM","03",0.00,0.00,0.00,0.00,"","BENBROOK","254.4","48",75.00,"2","1","025","E","","3",0.00,"A","Y","BENBROOK HOUSE TRACK","1","","2","BRP","000801","001","N","","","000","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,25000.00,152.00,"H997","",0.00,2.00,0.00,2.00,"H997","2","1","025",55152.00,,"48C439",1.00,"000000",0.00,"1","0","0","0","12","15","","","1","5",,"1L",,"","",455.00,,"2015",0.00,1.00,0.00,0.00,0.00,0.00,"TARRANT","439","00","00","","N","OTH",,"THE BRP0801 PROCEEDED BEYOND THE MAINLINE SWITCH INTO YARD TRACK 103 & STRUCK THE REAR END OF THE CA","T0801. THE IMPACT OF THE BRP0801 KNOCKED THE CAT0801 APPROXIMATELY 39FT TO THE EAST, CONTACTING THE","BRP0804, WHICH IN TURN SHOVED EAST, CONTACTING THE CATS1002. DAMAGE INCURRED ON THE (2) CAT TAMPERS,","AS WELL AS (2) ""ONE-PASS"" REGULATORS. THE BRP0801 DERAILED. MINOR TRACK DAMAGE.  AT TIME OF INCIDEN","T CONSIST WAS MOVING ABOVE MAX ALLOWED FOR TRACK CLASS.","","","","","","","","","","","0",32.68,-97.45,"2","5","","","","BAIRD SUB"
,"15","04","UP","0415LK016",,,"","","15","04","UP","0415LK016",,"","15","04","14",4.00,34.00,"AM","01",0.00,0.00,0.00,0.00,"","NORTH LITTLE ROCK","341.0","05",65.00,"1","2","000","R","","",0.00,"5","N","TRACK 47","1","","2","MOBX","052347","001","Y","","","000","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,150.00,19230.00,"M411","",0.00,0.00,0.00,0.00,"M411","2","1","002",19530.00,,"05C119",0.00,"000000",0.00,"0","0","0","0","","","","","3","5",,"1L",,"","",165.00,,"2015",0.00,0.00,0.00,0.00,0.00,0.00,"PULASKI","119","","","","N","OTH",,"A DERAILMENT WAS DISCOVERED ON THE SOUTH END OF BOWL TRACK 47.  THE MOBX52347 AND ACFX69206, BOTH LO","ADED HOPPERS, WERE DERAILED DUE TO BYPASSED COUPLERS.  DERAILMENT","","","","","","","","","","","","","","3",34.77,-92.22,"2","5","","","","HOXIE SUB"
,"15","05","UP","0515NP018",,,"","","15","05","UP","0515NP018",,"","15","05","25",3.00,37.00,"PM","01",16.00,2.00,0.00,0.00,"","NORTH PLATTE","286.7","31",70.00,"2","2","000","R","","",10304.00,"6","N","EAST DEPARTURE 303","1","","2","TCIX","200024","041","N","","","000","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,73.00,0.00,39.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,16835.00,0.00,"H503","",0.00,0.00,0.00,0.00,"H503","2","1","010",93274.00,,"31C111",0.00,"000000",0.00,"0","0","0","0","","","","","3","6",,"1L",,"","",626.00,,"2015",0.00,0.00,0.00,0.00,0.00,0.00,"LINCOLN","111","00","00","","N","CWR",,"THE YNP04R-25 WAS TRIMMING DOWN EAST DEPARTURE 303 IN COUPLE SPEED WHEN THE SWITCHMAN ON THE JOB MOV","ED THE THROTTLE TO SEVEN, CAUSING A KNUCKLE TO BREAK AND THE TRAIN TO BREAK IN TWO.  AFTER PULLING D","OWN TO THE EAST END OF THE RAIL AND STOPPING, THE REAR PORTION OF THE TRAIN CAUGHT UP TO THE STOPPED","CUT AND COLLIDED INTO THE STOPPED PORTION CAUSING THE DRGW50815, UP466203, SSW23830, AND TBOX665848","ON 2/303 TO DERAIL AND CAUSING DAMAGE TO THE UP465215.  THE DERAILED CARS THEN IMPACTED THE CARS IN","THE ADJACENT RAILS AND CAUSED THE TCIX200024 AND THE ACFX94435 IN  02/304 TO DERAIL AND THE BWRX130","130 IN 02/302 WAS DAMAGED.","","","","","","","","","0",41.14,-100.80,"2","5","","","","NORTH PLATTE TERMINA"
,"15","01","BNSF","KS0115116",,,"","","15","01","BNSF","KS0115116",,"","15","01","24",11.00,53.00,"PM","01",23.00,0.00,0.00,0.00,"","KANSAS CITY","","20",31.00,"4","3","005","E","MKCK","4",4513.00,"1","Y","4005","1","","2","PTTX","155044","045","N","PTTX","155044","045","N",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00,0.00,41.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,48497.00,216000.00,"E25C","",0.00,0.00,0.00,0.00,"E25C","2","1","005",264497.00,,"20C209",0.00,"000000",0.00,"1","0","1","1","05","23","05","23","1","6",,"1L",,"","",202.00,,"2015",0.00,0.00,0.00,0.00,0.00,0.00,"WYANDOTTE","209","","","","N","OTH",,"M-KCKAMS1-25 DERAILED 2 RAILCARS AND CAUSED SIGNIFICANT TRACK DAMAGE WHILE DOUBLING BACK TO THEIR TR","AIN IN YARD TRACK 4005 DUE TO EXCESSIVE BUFFING OR SLACK ACTION. NO HAZARDOUS MATERIALS WERE RELEASE","D.","","","","","","","","","","","","","0",39.08,-94.70,"2","5","L","","","EMPORIA"
,"15","01","KCS","15010402",,,"","","15","01","KCS","15010402",,"","15","01","04",1.00,45.00,"PM","12",2.00,0.00,0.00,0.00,"","HEAVENER","0337.7","40",29.00,"2","1","005","E","RHV3","2",2193.00,"7","Y","TRACK 7","1","","2","TFM","081100","016","Y","","","000","",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18892.00,0.00,"H018","",0.00,0.00,0.00,0.00,"H018","2","1","005",18892.00,,"40C079",0.00,"000000",0.00,"1","0","1","0","","45","","45","1","5",,"1L",,"","",165.00,,"2015",0.00,0.00,0.00,0.00,0.00,0.00,"LE FLORE","079","00","00","","N","OTH",,"THE CREW MADE A CUT OF CARS DURING A SWITCHING OPERATION AND FAILED TO SECURE THE REMAINING CARS.  W","HEN THEY SHOVED BACK THERE WAS AN IMPACT BETWEEN TWO LOADED CARS.","","","","","","","","","","","","","","0",34.88,-94.60,"2","5","K","","","SHREVEPORT"
,"15","04","UP","0415CB011",,,"","","15","04","UP","0415CB011",,"817544H","15","04","28",2.00,20.00,"PM","07",0.00,0.00,0.00,0.00,"","SILVER CREEK","102.82","31",60.00,"2","1","044","R","CCAO","3",19267.00,"1","Y","NO. 2 MAIN","5","108.9","1","UP","006996","001","","","","000","",2.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,136.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13528.00,0.00,"M308","",0.00,0.00,0.00,0.00,"M308","1","5","044",13528.00,,"31C121",0.00,"000000",0.00,"1","1","1","0","07","50","07","50","1","6",,"1L",,"","",416.00,,"2015",0.00,0.00,0.00,0.00,0.00,0.00,"MERRICK","121","","","","N","CWR",,"CCAOM-27, WITH LEAD UNIT UP6996, STRUCK THE TAIL END OF AN UNLOADED FLAT BED TRAILER THAT WAS BEING","TOWED ACROSS THE TRACKS BY A SOUTH BOUND PICK-UP TRUCK AT HWY N-39 ROAD CROSSING.  CROSSING ARM APPE","ARS TO HAVE BEEN DOWN AND THE CREW REPORTED THE DRIVER DROVE AROUND THE ARMS.  THE INCIDENT RIPPED O","UT THE CROSSING GATE, DAMAGED THE AIR DRYER OF LEADER 6996 AND DAMAGED ABOUT 19 CARS.  DRIVER WAS IS","SUED A CITATION.","","","","","","","","","","","0",41.31,-97.67,"1","1","Q","","","COLUMBUS SUB"
,"15","04","UP","0415KC003",,,"","","15","04","UP","0415KC003",,"","15","04","11",6.00,32.00,"AM","11",0.00,0.00,0.00,0.00,"","GUYMON","490.67","40",46.00,"1","2","050","E","MHNT","4",10960.00,"1","Y","SINGLE MAIN","5","42.6","1","UP","006179","002","","UP","006179","002","",3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.00,0.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98005.00,0.00,"E74L","",0.00,0.00,0.00,0.00,"E74L","1","5","050",98005.00,,"40C139",0.00,"000000",0.00,"1","0","1","0","08","27","08","27","1","5",,"1L",,"","",118.00,,"2015",0.00,0.00,0.00,0.00,0.00,0.00,"TEXAS","139","","","","N","CWR",,"MHNTU-10 WHILE PULLING, EXPERIENCED A FIRE ON THE SECOND UNIT OF THEIR CONSIST.  LOCOMOTIVE DAMAGE O","NLY, NO DERAILMENT","","","","","","","","","","","","","","0",36.53,-101.72,"1","1","Q","","","PRATT SUB"
,"15","01","CUOH","CUO681315D",,,"","","15","01","CUOH","CUO681315D",,"","15","01","15",3.00,13.00,"AM","01",0.00,0.00,0.00,0.00,"","NEWCOMERSTOWN","107.03","39",10.00,"4","1","032","R","CAD2","4",2096.00,"1","Y","SINGLE MAIN TRACK","3","","1","OHCR","506699","038","Y","OHCR","506699","038","Y",1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,2.00,0.00,54.00,0.00,0.00,0.00,0.00,16.00,0.00,0.00,0.00,0.00,40500.00,14000.00,"E52C","",0.00,0.00,0.00,0.00,"E52C","1","3","032",54500.00,,"39C157",0.00,"000000",0.00,"2","0","0","0","05","58","","","1","2",,"3L",,"","",1031.00,,"2015",0.00,0.00,0.00,0.00,0.00,0.00,"TUSCARAWAS","157","","","","N","CWR",,"CAD2-14 TRAVELING WEST BOUND ON THE PAN SUBDIVISION, HAD AN UNDESIRED EMERGENCY BRAKE APPLICATION. T","HE CREW FOUND A SEPERATION IN THE TRAIN WITH ONE CAR DERAILED IN THE 38TH POSITION, AND A BROKEN RAI","L EAST OF STOCKER BRICKYARD SWITCH. UPON FURTHER INSPECTION, OHCR 506699 WAS FOUND TO HAVE HAD A JOU","RNAL FAILURE ON THE BR2 AXLE APPROXIMATELY 3,500 FEET EAST OF THE SWITCH, CAUSING THE TRUCK FRAME TO","DROP AND WHICH ALLOWED IT TO CONTACT THE FROG AT THE SWITCH. THIS CONTACT TORE THE SIDE FRAME OFF A","ND WEDGED IT BETWEEN THE STOCK RAIL AND THE SWITCH POINT OF STOCKER BRICKYARD TRACK. IT ALSO REMOVED","AXLE #1 FROM OHCR 506699. DURING THIS PROCESS, IT BROKE THE RAIL EAST OF THE FROG AND REMOVED APPRO","XIMATELY A THREE FOOT SECTION. THE #1 AXLE, ON ITS WAY OUT, CONTACTED THE UNCOUPLING LEVER WHICH MAD","E THE SEPERATION AND CAUSED THE TRAIN LINE EMERGENCY APPLICATION OF THE BRAKES. AFTER THE EMERGENCY","APPLICATION OF THE BRAKES OCCURRED, THE 16 REMAINING LOADS AND 2 LOCOMOTIVES ALL DERAILED AND THEN R","ERAILED THEMSELVES ON THE FROG.","","","","","0",40.27,-81.58,"2","2","","","","PAN"
,"15","03","UP","0315PR028",,,"","","15","03","UP","0315PR028",,"","15","03","27",3.00,15.00,"PM","01",0.00,0.00,0.00,0.00,"","SOUTH HOLLAND","18.0","17",36.00,"2","2","004","R","MASI","1",6507.00,"1","Y","TRACK 307","1","","2","TTGX","820127","060","N","","","000","",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.00,0.00,59.00,0.00,0.00,1.00,0.00,8.00,0.00,0.00,20917.00,7400.00,"M405","",0.00,0.00,0.00,0.00,"M405","2","1","004",28317.00,,"17C031",0.00,"000000",0.00,"1","0","0","1","11","35","","","1","4",,"1L",,"","",574.00,,"2015",0.00,0.00,0.00,0.00,0.00,0.00,"COOK","031","","","","N","OTH",,"THE CREW OF MASIH-25 REPORTED THEY HAD DERAILED 10 CARS IN TRACK 307.  THEY WERE STOPPED WAITING FOR","A SIGNAL WHEN THEY WERE ADVISED OF DERAILMENT.  THE TRAIN DID NOT GO INTO UDE.  INVESTIGATION DETER","MINED THAT WHILE THE CREW WAS STOPPED GETTING A SWITCH, LOADED TANK CARS RAN IN ON EMPTY AUTO RACKS","IN A CURVE AND DERAILED 1 SET OF TRUCKS ON THE TTGX820127.  THE DOWNLOAD SHOWED THE TRAIN HAD BEEN S","TOPPED WHEN THE RUN IN OCCURRED.  AFTER LINING A SWITCH, THE CREW PULLED DOWN TO WAIT FOR A SIGNAL.","THE DERAILED CAR ROLLED THE RAIL CAUSING 9 MORE CARS BEHIND IT TO DERAIL.","","","","","","","","","","0",41.62,-87.61,"2","5","K","","","VILLA GROVE SUB"
,"15","03","UP","0315PR032",,,"","","15","03","UP","0315PR032",,"","15","03","30",10.00,0.00,"AM","13",0.00,0.00,0.00,0.00,"","NORTHLAKE","15.1","17",35.00,"2","1","005","E","","3",34.00,"5","N","YARD 4, TRACK 58","1","","2","CR","584898","001","Y","","","000","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13248.00,0.00,"H601","",0.00,0.00,0.00,0.00,"H601","2","1","005",13248.00,,"17C031",0.00,"000000",0.00,"0","0","0","0","","","","","1","4",,"1L",,"","",71.00,,"2015",0.00,0.00,0.00,0.00,0.00,0.00,"COOK","031","","","","N","OTH",,"NO DERAILMENT, HUMP DAMAGE ONLY DUE TO EXCESSIVE SPEED.  NO DERAILMENT.","","","","","","","","","","","","","","","0",41.91,-87.91,"2","5","K","","","PROVISO YARD"
,"15","01","BRC","13542",,,"","","15","01","BRC","13542",,"","15","01","31",4.00,28.00,"AM","12",0.00,0.00,0.00,0.00,"","BEDFORD PARK","9","17",25.00,"4","1","002","E","2230","3",0.00,"7","N","47 EAST CLASS YARD","1","","2","CEFX","076667","050","Y","","","000","",0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,70.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15456.00,0.00,"M407","",0.00,0.00,0.00,0.00,"M407","2","1","002",15456.00,,"17C031",0.00,"000000",0.00,"0","0","0",,"","","","","1","4",,"3S",,"","",151.00,,"2015",0.00,0.00,0.00,0.00,0.00,0.00,"COOK","031","","","","","CWR",,"DURING HUMPING OPERATIONS THE RETARTER FAILED TO STOP THE SIGNAL CUT OF CARS AND IT COLLIDED WITH BN","SF 450035. NO DERAILMENT JUST DAMAGE TO CEFX 76667.","","","","","","","","","","","","","","2",41.76,-87.71,"2","5","L","","","SYSTEM"
,"15","04","WC","846502",,,"","","15","04","WC","846502",,"","15","04","12",9.00,43.00,"AM","01",0.00,0.00,0.00,0.00,"","N FOND DU LAC","158.30","55",65.00,"2","1","007","R","M357","1",3975.00,"1","Y","TRACK I113","1","","2","TTGX","994786","020","Y","","","000","",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,32782.00,18025.00,"T220","",0.00,0.00,0.00,0.00,"T220","2","1","007",50807.00,,"55C039",0.00,"000000",0.00,"1","0","1","0","08","35","08","35","1","4",,"3L",,"","",215.00,,"2015",0.00,0.00,0.00,0.00,0.00,0.00,"FOND DU LAC","039","","","","N","OTH",,"M35791-12 WAS ARRIVING IN THE YARD AND HAD PULLED ABOUT 17 CARS OUT OF I113 TRACK WHEN THE RAIL BROK","E UNDER THE TRAIN DERAILING TTGX 994786, TTGX 700782, TTGX 712182, TTGX 970095, TTGX 982042, CNA 712","383, CN 704127.","","","","","","","","","","","","","0",43.80,-88.47,"2","5","","","","NEENAH"
